ticker,as_of,float_M,os_M,confidence,basis,computed_at,note
APLM,2025-07-09,0.91,1.10,med,"20-F 2025-04-03 Item 6/7 table (Class A basis 1,103,348)",2026-06-24T18:27:23,"Class A Ordinary O/S 1.10M (20-F, post 100:1 reverse split Nov 2024); excl D&O group ex-options ~0.094M + Maxpro sponsor 0.101M (SPAC sponsor affiliate, ex-warrants); kept Hung-Wen Chen 0.133M 13G + Tiger Brokers 0.074M passive. Under 20M; DT float 0.97M matches."
APLM,2025-07-21,0.91,1.10,med,"20-F 2025-04-03 Item 6/7 table (Class A basis 1,103,348)",2026-06-24T18:27:23,carried from 2025-07-09; no intervening O/S filing (latest April 3 20-F). Class A O/S 1.10M post 100:1 split; excl D&O group ex-options 0.094M + Maxpro sponsor 0.101M; kept Hung-Wen Chen + Tiger Brokers passive. Under 20M.
ARBKL,2025-07-11,71.0,71.95,low,"20-F 2025-05-15 cover (719,468,699 ord, May 8 2025) div 10 ADS ratio",2026-06-24T18:27:23,Argo Blockchain plc; ARBK ADS each = 10 ordinary. O/S 719.47M ord = 71.95M ADS. No controlling holder; D&O all <1%; Armistice 57.7M ord (8%) passive hedge fund KEPT. Float ~71M ADS >>20M. DT-DIVERGENT: DT os 14.63M unexplained (5x low; possible post-date ratio change). ARBKL ticker may be Argo notes not the ADS.
ARBKL,2025-07-14,71.0,71.95,low,"20-F 2025-05-15 cover (719,468,699 ord, May 8 2025) div 10 ADS ratio",2026-06-24T18:27:23,carried from 2025-07-11; no intervening O/S change (only July 11 TR-1 6-K). Argo Blockchain; ADS=10 ord; O/S 71.95M ADS; D&O <1%; Armistice 8% passive kept. Float ~71M ADS >>20M. DT-DIVERGENT (DT os 14.63M 5x low).
ASST,2025-07-07,14.2,14.77,med,10-Q cover 2025-05-12 (Class B listed),2026-06-24T18:27:23,"Listed class Class B O/S 14,772,044 (10-Q cover As-of 5/12/25); Class A 1.0M held by Asset Entities Holdings LLC (control, unlisted). Strive/Bitcoin-treasury merger (A&R agmt 6/27/25) NOT yet closed as of as_of - DT 78.78M reflects post-merger Strive entity. Excl D&O-group Class B ~0.55M (proxy 311k + grants, ex-options). Float ~14.2M, under 20M."
ATNF,2025-07-29,3.73,6.039,med,10-Q cover 2025-07-22 + DEF 14A 2025-07-07,2026-06-24T18:27:23,"180 Life Sciences (ATNF). Common O/S 6,039,208 (10-Q cover As of 7/22/25), post serial reverse splits. Excl D&O directly-owned ~0.58M (group 2.31M less Jordan's 1.72M voting-proxies & unvested RSS/options) + Elray Resources control common ~1.32M (13D filer, voting-proxy block; its 4.32M/47.8% beneficial incl warrants). Kept AmTrust 509,707 (8.4%, passive). Float ~4.1M, well under 20M (O/S only 6.04M).  || QC 2026-06-26: float = O/S 6,039,208 - D&O group 2,309,883 (incl Elray 1,318,000 control via board voting agreement; Elray's reported 4.318M includes 3M warrants NOT in O/S). Prior label kept the Elray control block. Float 3.73."
ATYR,2025-07-23,87.6,89.0,high,10-Q 2025-05-07 cover + DEF 14A 2025-03-19,2026-06-24T18:27:23,Carried from 2025-06-03; no intervening O/S change (only a passive 13G filed 7/18). Current O/S 89.0M; excl D&O directly-owned 1.40M (ex-options); kept all 5% holders passive 13G. Float >>20M.
AUDC,2025-07-17,24.5,29.47,high,"20-F Item 7 2025-03-26 (ord shares, direct-listed)",2026-06-24T18:27:23,"AudioCodes (Israeli 20-F, ordinary shares trade directly on Nasdaq - NOT ADS). O/S 29,473,093 ex-treasury as of 3/11/25 (latest filed; ongoing buybacks lower it modestly - DT 27.72M is later snapshot). Excl D&O group 4.94M directly-owned (group 5.10M less 106,250 opts + 48,749 RSUs); includes founder/CEO Adlersberg 16% & co-founder Bialik 7.8%. Kept all 5% holders passive 13G (Senvest, Value Base, Copeland, Morgan Stanley, William Blair, all <20%). Float ~24.5M, over 20M."
AVTX,2025-07-17,10.49,10.83,high,10-Q cover 2025-05-12 + 8-K 2025-06-17 + DEF 14A 2025-05-01,2026-06-24T18:27:23,"Avalo Therapeutics. Common O/S 10,827,620 (10-Q cover; 8-K 6/17 reconfirms; post 1-for-240 reverse split). Excl D&O group 0.34M directly-owned (ex-options/RSU/Series C conv). Kept BVF/Ikarian/RA Capital/OrbiMed/Deep Track each 9.99%-capped passive 13G + Affinity 5.09% + Crutcher 5.07% (no board control). Large Series C preferred (~24.9M common-equiv) is conversion-capped overhang, NOT outstanding common. DT 52.57M reflects ~1yr later Series C conversions + ATM. Float ~10.5M, under 20M."
AVTX,2025-07-31,10.49,10.83,high,10-Q cover 2025-05-12 + 8-K 2025-06-17,2026-06-24T18:27:23,"Carried from 2025-07-17; no intervening filing of any kind (no periodic/offering/8-K/split between 7/17 and 7/31). Common O/S 10,827,620; excl D&O 0.34M; kept 9.99%-capped passive funds. Float ~10.5M, under 20M. DT 52.57M = later Series C conversions + ATM."
BALY,2025-07-01,12.52,49.01,high,10-Q cover 2025-04-30 + DEF 14A 2025-04-04,2026-06-24T18:27:23,"Bally's Corp (post Standard General take-private, Successor). Common O/S 49,013,195 (10-Q cover As of 4/30/25). Excl D&O group 36,491,394 (74.9%): Standard General/Soohyung Kim control block 35,788,558 (Standard RI 8.85M + SG CQ Gaming 26.91M + Kim 28,814) + other D&O ~0.70M (Papanier, Reeves, Eaton). Kept Noel Hayden 4,953,272 (10.2%, passive 13G, no board seat). 8-K 7/1 Intralot deal is asset sale (no O/S change). Float ~12.5M, under 20M."
BBGI,2025-07-08,0.68,0.96,high,10-Q 2025-05-08 Class A cover + DEF 14A 2025-04-29,2026-06-24T18:27:23,"Carried from 2025-06-20; no intervening O/S change (8-K 6/26 = annual-meeting results + new equity plan reserve 300k unissued; Form 4 insider grants only). Listed Class A O/S 957,876 ex-treasury. Excl D&O group Class A 264,153 (incl Beasley entities) + Bradley/Robert Beasley; Class B 833,137 Beasley super-voting (unlisted). Kept GAMCO 80,416 + Lappert 47,934 passive. Float ~0.68M, well under 20M."
BGM,2025-07-18,52.7,200.56,med,"6-K 2025-06-26 (HM Mgmt close, O/S anchor) + 20-F/A 2025-05-08 ownership",2026-06-24T18:27:23,"Re-derived from 6/10: 6-K 6/26 reports HM Management acq consummated 6/20 - 16,663,427 NEW Class A ordinary issued to sellers (Catch Group+Expansion Group), =8.31% of total -> new total O/S ~200.56M (Class A ~180.56M). Listed class Class A (not ADS). Excl CISG Holdings 69.99M (AIX strategic parent) + D&O group 3.03M + Wonder Dragon seller 38.17M (locked 60mo) + new HM seller 16.66M (locked 60mo acq consideration). Class B 20M founder super-voting unlisted. New shares all to locked block -> free float unchanged ~52.7M, over 20M. DT 384M = later dilution."
BTBT,2025-07-16,315.3,319.58,high,"424B5 2025-07-15 ('ordinary shares outstanding after this offering 319,575,103') + DEF 14A 2025-04-09",2026-06-24T18:27:23,"Bit Digital (Cayman, ordinary shares trade DIRECTLY on Nasdaq - ADS flag is FALSE POSITIVE; DT O/S 349.19M is in ordinary). Current O/S 319,575,103 after 7/15 offering of 22M (base 297.58M + 22M); follows 6/27 75M + serial ATM/424B5 raises since 10-Q's 182.77M. Excl D&O group 4.26M directly-owned ordinary (Huang/Deng incl 1M GDL preference-conversion, Tabar, Pierce, Shih). Kept BlackRock 9.72M (5.3% passive 13G). Float ~315M, far over 20M. DT 348M = further later offerings."
BTCT,2025-07-10,7.50,7.52,high,DEF 14A 2025-06-27 (foreign 6-K filer),2026-06-24T18:27:23,"Ordinary O/S 7.517M (DEF14A 6/27, 13d before as_of; 6-K 7/10 is press release, no O/S change). Excl D&O group 16,535 (0.22%, BVI founder shells). Kept Yun Feng Asset 415,602 (5.53%) passive 5% holder. Float <20M. DT os 9.52M is later-snapshot dilution."
BWMX,2025-07-28,17.20,37.32,high,"20-F 2025-04-29 Item 7 (NYSE ordinary, not ADS)",2026-06-24T18:27:23,"Ordinary O/S 37.317M (20-F 4/29; 6-Ks 7/24+7/28 no O/S change). Trades ordinary directly on NYSE per 8-A12B (ADS flag false positive). Excl Campalier 20.118M (53.91%, controlled by Chairman Luis Campos). D&O group nil. Float=Other Shareholders 17.13M. Under 20M."
BZAI,2025-07-18,86.86,101.68,high,S-1 2025-07-18 cover + ownership (de-SPAC Blaize),2026-06-24T18:27:23,"Common O/S 101.682M (S-1 7/18, based on 7/14/2025; post de-SPAC + dilution, 10-Q 5/14 stale at 48.4M). Excl D&O group 14.82M (14.6%, incl Bess director block). Kept 5% holders all <20%: Ava 17.4%, Sponsor 9.7%, DENSO 9.0%, Rizvi 7.3%, Anderson 6.2%. Float >>20M. DT os 142.3M later dilution."
CEPO,2025-07-15,20.00,25.50,high,10-Q 2025-05-15 (SPAC redeemable block),2026-06-24T18:27:23,"SPAC Cantor Equity Partners I (no business combination yet). O/S 25.5M (20.5M Class A + 5M Class B sponsor). 20.0M Class A subject to possible redemption = public float. Excl sponsor Cantor EP Holdings 5.5M (5M Class B + 0.5M Class A, control). 13G public holders (Harraden/Tenor/MMCAP) inside the 20M float. Float=redeemable public 20.0M."
CIGL,2025-07-02,1.44,1.44,high,20-F 2025-05-15 listed Class A (carry-forward),2026-06-24T18:27:23,"Carried from 2025-06-27; no intervening O/S change (6-K 6/27 is non-O/S; no filing 6/27-7/02). Listed-class basis: Class A O/S 1,437,500=float (only publicly traded class); Class B 20.89M founder Chua super-voting 99% control excluded. Under 20M."
CMCT,2025-07-25,0.70,0.75,high,10-Q 2025-05-09 + DEF14A 2025-06-27 (carry-forward),2026-06-24T18:27:23,"Carried from 2025-05-02; common O/S unchanged 754,607 (10-Q 5/9 & proxy record date 6/6). Reverse-split proposals (1:4/1:7/1:10) only voted at AGM, not effected by as_of; 8-K 6/24 no O/S change. Excl D&O/CIM group 51,388 (6.8%, incl CIM founders Ressler/Shemesh/Kuba + CIM CMCT MLP). Float 0.70M. DT os 2.64M is later split/dilution. Under 20M."
CREV,2025-07-09,1.69,1.89,med,20-F 2025-05-30 Item7 (FYE Jun30 2024) (carry-forward),2026-06-24T18:27:23,"Carried from 2025-05-15; basic O/S unchanged 1,885,184 (no intervening equity issuance; 6-Ks 6/03-7/25 are Nasdaq letters + OIC debt/penny-warrant amendments, warrants unexercised NOT in basic O/S). Excl D&O group 56,587 (3.0%) + Twin Ridge SPAC sponsor Daniel Hennessy 134,000 (7.1%). Float 1.69M matches DT 1.67M. Under 20M."
CREV,2025-07-25,1.69,1.89,med,20-F 2025-05-30 Item7 (FYE Jun30 2024) (carry-forward),2026-06-24T18:27:23,"Carried from 2025-05-15; basic O/S unchanged 1,885,184 (no intervening equity issuance; 6-Ks 6/03-7/25 are Nasdaq letters + OIC debt/penny-warrant amendments, warrants unexercised NOT in basic O/S). Excl D&O group 56,587 (3.0%) + Twin Ridge SPAC sponsor Daniel Hennessy 134,000 (7.1%). Float 1.69M matches DT 1.67M. Under 20M."
CREV,2025-07-28,1.69,1.89,med,20-F 2025-05-30 Item7 (FYE Jun30 2024) (carry-forward),2026-06-24T18:27:23,"Carried from 2025-05-15; basic O/S unchanged 1,885,184 (no intervening equity issuance; 6-Ks 6/03-7/25 are Nasdaq letters + OIC debt/penny-warrant amendments, warrants unexercised NOT in basic O/S). Excl D&O group 56,587 (3.0%) + Twin Ridge SPAC sponsor Daniel Hennessy 134,000 (7.1%). Float 1.69M matches DT 1.67M. Under 20M."
CRVO,2025-07-25,5.80,8.70,high,DEF 14A 2025-04-29 + 10-Q 2025-05-12 (D&O ex-options),2026-06-24T18:27:23,"Common O/S 8,702,719 (10-Q 5/12 & 8-K 6/25 AGM both confirm; 424B5 5/12 is ATM up-to-$50M not yet drawn at as_of). Excl D&O group ex-options 2,905,217 (group 3,182,179 less 276,962 option shares per fn14; Alam/Gregoire 1.46M joint dedup'd in group). Kept passive 13G: RA Capital 916,063 (9.9%) + Armistice 734,363 (7.8%), both <20%. Float 5.80M. DT float 4.89M (likely excl a fund); under 20M unambiguous."
CRVO,2025-07-28,5.80,8.70,high,DEF 14A 2025-04-29 + 10-Q 2025-05-12 (D&O ex-options); carried from 2025-07-25,2026-06-24T18:27:23,"Carried from 2025-07-25; only intervening filing is 2025-07-28 8-K (Item 7.01/8.01 clinical data, no O/S change/issuance)."
CTNM,2025-07-21,18.94,19.14,high,10-Q 2025-05-14 Class A (listed) + DEF14A 2025-04-29; carried from 2025-06-20,2026-06-24T18:27:23,"Carried from 2025-06-20; 2025-06-26 8-K is Item 5.07 annual-meeting results (confirms 19,142,377 Class A O/S, no issuance); intervening Form 4s are insider RSU/option activity, immaterial."
DDC,2025-07-14,7.38,8.31,med,"6-K 2025-07-11 acc=0001213900-25-063293 (current Class A O/S) + 20-F 2025-05-15 ownership (pre-split, /25)",2026-06-24T18:27:23,"Re-derived (NOT carried): PIPE/Bitcoin-treasury issuances grew Class A O/S 4.65M->8.31M since prior date. O/S 8,307,583 Class A (6-K 7/11). Founder/CEO Norma Chu 23,309,275 pre-split Class A /25 reverse split = 0.93M excl; all other D&O =0; no other 5% holder. Convertible-note/warrant shares not yet issued, excluded. DT 2026-06-04 O/S 34.35M is post-date dilution."
EVTL,2025-07-17,27.04,96.68,med,"424B5 2025-07-10 acc=0001104659-25-066866 (O/S 96,677,721 after $60M/12M-share offering) + 13D/A 2025-07-15 (Mudrick) + 3/24 13D/A (Fitzpatrick) + 20-F",2026-06-24T18:27:23,"Re-derived (NOT carried): $60M primary offering of 12M ord shares closed ~7/10 grew O/S 84.60M->96.68M. Excl Mudrick 54.01M ord (control 13D, board/participation rights; converts+warrants NOT counted), founder Fitzpatrick/SF 15.49M ord (13D, board), D&O group ex-options 0.14M = 69.64M; KEEP Saba 8.33M passive 13G. DT 2026 O/S 127M = later dilution."
DFSC,2025-07-10,0.52,0.53,med,20-F 2024-12-28 (D&O group) + Q2 MD&A (6-K 2025-05-16 acc=0001062993-25-009593 ex99.2) O/S @Mar31-2025 post 21:1 consolidation,2026-06-24T18:27:23,"KWESST Micro/DEFSEC (Canadian 20-F). 21-for-1 consolidation eff 2025-04-24 (already in count). Current O/S 530,364 Common (Q2 MD&A, March 31 2025); subsequent 6-Ks (Apr-Jun) are product/name-change news with no new offering. Excl D&O group 133,101 pre-consol /21 = 6,338 (0.006M); no 5% holders per 20-F Item 7. DT 2026-06-04 O/S 1.99M = post-date dilution (serial micro-offerings)."
DNA,2025-07-22,44.77,46.34,high,10-Q 2025-05-06 cover (Class A O/S) acc=0001628280-25-022761 + DEF 14A 2025-04-29 acc ownership,2026-06-24T18:27:23,"Ginkgo Bioworks; listed class = Class A (NYSE: DNA). Class A O/S 46,344,630 (10-Q cover ~May 1 2025). Excl D&O group Class A 1,213,083 (incl founders Kelly/Shetty; Shetty row already includes spouse Canton's Class A) + co-founder Austin Che Class A 357,806 = 1.57M. KEEP passive 13G: Baillie Gifford 3.36M, Cascade/Gates 3.80M, Viking 3.58M (all <20% Class A). Class B super-voting held by founders is a separate class, not part of listed Class A O/S. DT 2026 O/S 65.32M = later dilution. Float>>20M."
DPRO,2025-07-16,13.39,13.43,med,"Prospectus suppl 2025-06-12 acc=0001641172-25-014797 (7,926,460 CS @ June 10) + 6-K 2025-06-12 acc=0001641172-25-014822 (5.5M-unit offering closed) + 20-F 2025-03-27 ownership",2026-06-24T18:27:23,"Draganfly (Canadian 20-F), common shares listed directly (ADS flag false positive). 25:1 consolidation already in counts. O/S 7,926,460 (June 10) + 5,500,000 common from US$13.75M offering closed June 12 = ~13.43M; no further offering 6-K before as_of. Excl D&O group ~0.035M common (ex-options/RSUs: Chell 8,830, Sun 10,549, etc.). KEEP Armistice Capital 0.48M (8.86%, passive 13G). Warrants unexercised, excluded. DT 2026 O/S 36M = later dilution (XBRL 29.3M @Dec2025)."
DYNX,2025-07-21,16.60,22.13,high,10-Q 2025-05-14 cover acc=0001213900-25-043273 + 10-K 2025-03-20 ownership (SPAC),2026-06-24T18:27:23,"Dynamix Corp pre-combination SPAC. Float = public redeemable Class A 16,600,000 (full IPO, no redemptions yet; Trust $168.7M). O/S = 16.6M Class A + 5,533,333 Class B founder shares (sponsor DynamixCore/Bernatova) = 22.13M; Class B excluded. July 21 8-K/425 = Business Combination Agreement w/ The Ether Machine ANNOUNCED only (not closed, no new shares/redemptions <= as_of). K2 Fund 6.0% & Linden 6.3% passive 13G public Class A kept."
ELVA,2025-07-23,28.88,40.11,high,Q2 MD&A (6-K 2025-05-15 acc=0001654954-25-005648 ex99.2) O/S @Mar31-2025 + AGM circular (40-F 2024-12-26 acc=0001654954-24-015904 ex99.1) D&O group,2026-06-24T18:27:23,"Electrovaya (Canadian 40-F), common shares listed directly. Current O/S 40,106,915 (Q2 MD&A, March 31 2025); subsequent 6-Ks (Apr-Jul) are product/order news, no equity offering. Excl D&O group 11,223,361 common (ex-options/warrants): Sankar Das Gupta 10,445,751 (founder/Exec Chairman, controlling shareholder) + Raj Das Gupta/CEO 246,048 + Jacobs 478,107 + Hansson 50,000 + others. DT 2026 O/S 49.51M = later dilution. Float>>20M."
FGF,2025-07-21,0.84,1.27,med,10-Q 2025-05-14 cover acc=0001641172-25-010388 (common O/S May 5 2025) + DEF 14A 2024-11-21 ownership,2026-06-24T18:27:23,"Fundamental Global Inc (US). 1-for-25 reverse split eff 2024-10-31 already in counts. Current common O/S 1,272,320 (10-Q cover May 5 2025; balance-sheet 1,271,619 @Mar31). Excl control vehicle Fundamental Global GP LLC (FGG) 321,965 (25.5%, Cerminara co-founder/CEO of FGG) + D&O individuals direct common 106,503 (ex-options/RSUs) = 428,468. No other 5% holder. Series A preferred (894,580) is separate non-listed class. Minor Form-4 RSU activity post-proxy immaterial. No DT anchor."
FGF,2025-07-31,0.84,1.27,med,10-Q 2025-05-14 cover (common O/S May 5 2025) + DEF 14A 2024-11-21 ownership,2026-06-24T18:27:23,"carried from 2025-07-21; 8-K 7/30 issued 40M PRE-FUNDED WARRANTS (exercisable only after charter amendment to increase authorized — NOT yet outstanding), PRE 14C 7/30 is that proxy; current common O/S unchanged at 1.27M"
FLWS,2025-07-22,25.59,36.50,med,10-Q 2025-05-09 cover (Class A O/S May 2 2025) + DEF 14A 2024-10-25 ownership,2026-06-24T18:27:23,"Dual-class; listed Class A O/S 36.50M (Class B 27.07M super-voting McCann family, not listed). Excl McCann Family 13D group Class A 10.10M + non-McCann D&O Class A 0.80M = 10.90M. Kept passive 13G (BlackRock/Aristotle/Fund1/Dimensional). Float Class A >20M."
FOXX,2025-07-17,0.95,6.78,med,10-Q 2025-05-15 cover (common O/S May 14 2025) + 10-K 2024-10-24 Item 12 ownership,2026-06-24T18:27:23,"De-SPAC (ex-Acri Capital). Single-class common O/S 6.78M. Excl control: Acri Sponsor 2.156M (CFO Hua), BRR Investment 2.312M (31.8% 13D trust), New Bay Capital 0.700M (holdco of S.Liu), BR Technologies 0.664M (holdco of B.Xu) = 5.833M. Float ~0.95M, clearly <20M. DT float 1.38M (would imply excluding 1 fewer holdco) - same order."
FOXX,2025-07-22,0.95,6.78,med,10-Q 2025-05-15 cover (common O/S May 14 2025) + 10-K 2024-10-24 Item 12 ownership,2026-06-24T18:27:23,"carried from 2025-07-17; no intervening O/S filing (latest 8-K 6/6); O/S unchanged 6.78M. Excl Acri Sponsor 2.156M, BRR 2.312M, New Bay 0.700M, BR Tech 0.664M. Float ~0.95M clearly <20M."
FRGE,2025-07-31,11.29,13.48,med,10-Q 2025-05-07 cover (O/S May 6) + 8-K 2025-07-02 Accuidity acq (+1.15M sh) + DEF14A 2025-04-30 ownership,2026-06-24T18:27:23,"Forge Global (de-SPAC). 1-for-15 reverse split (Apr 2025) already in counts. O/S 12.33M (May 6) + 1.15M Accuidity stock consideration (8-K 7/2) = 13.48M. Excl Motive Partners/Heyvaert sponsor shares 1.615M (ex-0.492M warrants; Heyvaert director) + D&O group 0.573M = 2.19M. KEPT Deutsche Borse 1.61M (12.8% strategic, <20%, no board seat). Float ~11.3M <20M. DT float 9.59M implies DT also excludes Deutsche Borse strategic block."
GAUZ,2025-07-11,14.53,18.73,med,20-F 2025-03-11 Item 6/7 ownership + 6-K 2025-05-13 Q1 (O/S Mar 31 2025),2026-06-24T18:27:23,"Gauzy Ltd (Israel), trades ORDINARY directly on Nasdaq - ADS flag FALSE POSITIVE (20-F: ADS Not applicable). O/S 18.73M (Mar 31 2025). Excl board-affiliated control: Infinity Holding Ventures 2.136M ordinary (14.9%, appointed dir Babitsky) + Blue-Red Capital 0.934M (5.4%, appointed dir Klein) + D&O group 1.138M = 4.21M. KEPT Ibex 13G 19.4% passive + Olive Tree 13G 7.0%. Float ~14.5M <20M. DT float 18.27M does not exclude board-affiliated holders (divergent) but both <20M."
GCTK,2025-07-21,0.52,0.57,med,8-K 2025-06-16 (1:60 reverse split eff 6/13) + DEF14A 2025-04-28 ownership,2026-06-24T18:27:23,"carried from 2025-06-25; intervening 8-Ks (6/25, 7/08) are Item 7.01 Reg FD press releases - NO issuance/split; O/S unchanged 567,456. D&O-group common /60 = ~49K excl (incl dir Ballantyne Rev Trust). Float ~0.52M <20M. DT 6.26M = post-date serial-offering dilution (GCTK frequent offerings), not split error."
GENK,2025-07-23,4.58,5.04,high,10-Q 2025-05-13 cover (Class A O/S May 12 2025) + DEF 14A 2025-04-30 ownership,2026-06-24T18:27:23,"GEN Restaurant Group, Up-C dual-class. LISTED class = Class A O/S 5.04M (Class B 27.76M super-voting/10x, held by Kim+Chang founders, NOT publicly traded, exchangeable into A). Float = Class A free float = 5.04M - D&O group Class A 0.376M - Don Kim 0.040M - Wang 0.020M - Manzanarez 0.020M = 4.58M. KEPT passive 13G: Wasatch 0.674M (13.4%), Portolan 0.284M, Skylands 0.266M. Matches DT float 4.6M. DT os 32.96M includes non-listed Class B."
HOLO,2025-07-11,81.16,81.99,med,424B5 2025-06-05 acc 0001829126-25-004270 (O/S confirmed) + 20-F 2025-03-21 ownership,2026-06-24T18:27:23,"carried from 2025-06-03; current O/S 81,992,848 confirmed in 6/05 424B5 (post 40:1 consolidation eff 4/21). Intervening 6/05 424B5 is a $36M CONVERTIBLE NOTES offering (converts to Class A at 70% mkt LATER - not yet issued); other filings are SEC CORRESP/UPLOAD. Non-affiliate float 81.16M (excl Tiger Initiative+Lucky Monkey control + D&O ~0.83M). Trades Class A ordinary directly. DT 22.51M = post-as_of consolidations, ignored point-in-time."
HPAI,2025-07-23,7.18,37.13,med,20-F 2024-10-31 Item 7 ownership + 424B3 2025-06-06 (O/S confirmed Dec 31 2024),2026-06-24T18:27:23,"Helport AI (Singapore/BVI de-SPAC), trades Ordinary directly on Nasdaq - ADS flag FALSE POSITIVE (20-F: ADS Not applicable). O/S 37,132,968 (Dec 31 2024; 6/06 424B3 is 0.97M resale, no new issuance). Excl 5 BVI control/affiliate shells: Helport Holdings 19.41M (52.3%, Fan Yu founder/Silver Ocean Trust) + Hades 2.97M (Ying Chen, pre-combo Helport shareholder) + Asymptotica 2.52M (Shuangchi He, key personnel) + Extra Technology 2.14M (Cong Shi, BCA Purchaser Rep) + Hao 2.91M (SPAC sponsor side) = 29.95M. No passive funds. Float ~7.18M <20M. DT float 8.81M (later O/S 37.65M, divergent ~1.6M) but both <20M."
KMRK,2025-07-18,4.6,21.1,high,424B4 2025-07-16 + 6-K 2025-07-17 (IPO close),2026-06-24T18:27:23,"Dual-class BVI IPO closed 7/17 (1.6M Class A @$4). Total O/S 21.1M (16.6M Class A listed + 4.5M Class B). Excl controlling shareholders 16.5M (12M Class A + 4.5M Class B, 78.2%); float=non-control Class A 4.6M. Under 20M."
KPTI,2025-07-23,8.38,8.64,high,10-Q 2025-05-12 cover + DEF14A 2025-04-14,2026-06-24T18:27:23,"Current O/S 8.639904M (10-Q cover, as of 5/7/25, post 1-for-15 reverse split). Excl D&O group 0.261M (2.98%, beneficial). All 5% holders passive funds (Affinity/Highbridge/Vanguard/J.Wood/Adage, mostly options/warrants/notes) KEPT. DT os=26.55M DT-divergent (fully-diluted). Under 20M."
KSCP,2025-07-07,6.46,6.56,med,10-Q 2025-05-14 cover (Class A) + DEF14A 2024-07-05 (pre-split),2026-06-24T18:27:23,Listed Class A O/S 6.564466M (10-Q cover as of 5/9/25; post ~1-for-17 reverse split + ATM dilution). D&O held 1.085M Class A direct ex-options pre-split (0.98% of 110.9M) -> scaled ~0.1M post-split. NetPosa (22.5% pre-split) no current 13G = diluted <5%. Excl insider Class A ~0.1M; Class B 0.337M not listed class. DT os17.25M larger=post-date dilution. Under 20M.
KSCP,2025-07-10,6.46,6.56,med,10-Q 2025-05-14 cover (Class A),2026-06-24T18:27:23,carried from 2025-07-07; no intervening O/S change (newest filing 05-29 SD)
LBRT,2025-07-23,158.82,161.95,high,10-Q 2025-04-17 cover + DEF14A 2025-03-06,2026-06-24T18:27:23,"Class A O/S 161.954214M (10-Q). Single class. Excl D&O group 3.131M (1.9%, incl RSUs). All 5% holders passive 13G (BlackRock 27.5M/Vanguard 19.2M/FMR 15.2M/Dimensional 9.4M) KEPT. Float >>20M."
LIDR,2025-07-28,29.28,30.32,high,424B5 2025-07-28 (O/S+non-affiliate float as of 7/25/25),2026-06-24T18:27:23,"Current O/S 30,316,365 (424B5 cover as of 7/25/25; grew from 19.2M via ATM, post 1-for-30 reverse split). Company-stated public float = 29,277,743 non-affiliate shares; affiliates 1.04M. DT os46.31M larger=post-date ATM dilution. Float >>20M."
LUD,2025-07-18,2.69,22.69,med,20-F 2025-04-30 + 6-K 2025-05-27,2026-06-24T18:27:23,"carried from 2025-06-16; no intervening O/S change (07-15 6-K only cancels 134,500 warrants, no shares issued; reverse split still forward-looking)"
LUD,2025-07-21,2.69,22.69,med,20-F 2025-04-30 + 6-K 2025-05-27,2026-06-24T18:27:23,carried from 2025-06-16; no intervening O/S change (07-15 6-K warrant cancellation only)
LVLU,2025-07-22,0.75,2.77,med,"8-K 2025-06-26 (1-for-15 reverse split, eff 7/3/25) + DEF14A 2025-04-24",2026-06-24T18:27:23,Post 1-for-15 reverse split O/S ~2.766M (from 41.49M; eff 7/3/25). Excl Stockholders-Agreement control group H.I.G. 13.79M + IVP 7.55M + CPPIB 7.50M (board-designation rights) + D&O group 2.93M = 31.77M pre-split; float=(42.94M-31.77M)/15=0.75M. DT float0.53M close. Under 20M.
MB,2025-07-08,4.69,17.16,high,20-F 2025-05-15 Item 7 + 6-K 2025-05-16 (over-allotment),2026-06-24T18:27:23,"Trades Ordinary directly on Nasdaq (ADS flag false positive, no rescale). O/S 17.0M (20-F) + 155,000 over-allotment (6-K 5/16) = 17,155,000. Excl control SPVs/D&O group 12,465,000 (Galaxy Shine 9,016,875 BVI founder SPV + Thrivors 3,448,125 BVI). Float 4.69M = DT exact. Under 20M."
MB,2025-07-10,4.69,17.16,high,20-F 2025-05-15 Item 7 + 6-K 2025-05-16 (over-allotment),2026-06-24T18:27:23,carried from 2025-07-08; no intervening O/S change (latest filing 6-K 5/16). Trades Ordinary directly (ADS flag false positive). Excl control SPVs/D&O 12.465M (Galaxy Shine 9.017M + Thrivors 3.448M). Float 4.69M <20M.
MTEN,2025-07-10,2.74,6.84,high,20-F 2025-04-30 Item7 + proxy 6-K 2025-07-02 (record-date O/S),2026-06-24T18:27:23,"carried from 2025-05-07; proxy 6-K 7/2 confirms 6,839,600 ordinary O/S as of record date 6/30/2025 (unchanged); dual-class re-designation is PROPOSED for 8/12/2025 AGM (post as_of). F-3 shelf 6/6 not yet drawn. Excl founder D&O group 4.10M (YK Xu Holding 2.091M + DJZ Holding 2.009M BVI). Float ~2.74M <20M."
